Site ID,samples22k,Site Name,Lat,Long,Elev,Preferred Units,Biome,Region,Country,Site Type,Water Depth (m),Basin Size,Catchment Size,Landscape,Local Veg,Regional Veg,Streams,Have Pub?,Original Dating Type,Record Source,Age Model,Data Source,Database (Source),Project,Published,Version,ID_Status
264,192,Kimble,44.2208,-93.84,309,XARE,4,ENA0,US00,LGLA,15.5,vESM,SMAL,ROUP,Elm-Maple-Basswood with some oak in 1850s,Elm-Maple-Basswood-Forest and Open Mesic Grassland,OUTO,Yes,CALO,Camill et al 2003,NOTK,AUTH,NOTA,,No,GCD1,BART
265,372,Rice,48.0081,-101.5303,620,XARE,20,WNA0,US00,LGLA,8.65,SMAL,NOTK,ROUP,Mixed grass prairie,Mixed grass prairie,NOTK,Yes,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
266,460,Coldwater,46.0167,-99.0667,594,XARE,20,ENA0,US00,LGLA,6,SMAL,NOTK,ROUP,Mixed grass prairie,Mixed grass prairie,INOU,Yes,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
267,68,Lake Miragoane,18.400043,-73.051225,20,XCM3,27,CENA,HAIT,LTEC,41,MEDI,SMAL,LOPL,"Mangifera indica, Persea americana, and Cocos nucifiera and secondary forests",Tropical lowland dry forests,NOTK,Yes,RADI,Higuera-Gundy 1999,NOMO,DIGI,NOTA,,No,GCD1,BART
268,521,Cooley,49.4917,-117.645,1515,C125,7,WNA0,US00,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,CALO,,POLY,AUTH,NOTA,,No,GCD1,BART
269,393,Rockslide,49.55,-117.5217,1539,X125,8,WNA0,US00,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,CALO,,POLY,AUTH,NOTA,,No,GCD1,BART
271,121,Upper Rocket Creek Bog,47.0405,-115.8888,1710,C250,8,WNA0,US00,TMIR,0,SMAL,SMAL,MOUN,"Cyperaceace-dominated peats, with small Betula; peat-cutting current","Sub-alpine fir, hemlock, Engelman spruce",OUTO,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
274,66,Black Swamp,-30.0206,151.4828,1450,SQCY,6,AUST,AUST,TBOG,0,NOTK,NOTK,ROUP,"Eucalyptus pauciflora, E. dalrympleana dominated open forest with Acacia spp. and Poa sieberana grassland","Eucalyptus pauciflora, E. dalrympleana dominated open forest with Acacia spp. and Poa sieberana grassland",NOTK,Yes,RADI,Dodson etal1986,SMSP,DIGI,NOTA,QUAVIDA,No,GCD1,BART
275,84,Boggy Swamp,-29.9611,151.4986,1160,SQCY,6,AUST,AUST,TBOG,0,NOTK,NOTK,UPPL,"Sphagnum bog with Eucalyptus fatigata, E.campanulata, E. dalrympleana,and E.pauciflora, E.obliqua, and E.viminalis dominated open forest with Acacia spp. and Poa sieberana-Lomandra longifolia grassland",Eucalyptus dominated open forest around Sphagnum swamp with Acacia spp. and Poa sieberana-Lomandra longifolia grassland,OUTO,Yes,RADI,Dodson etal1986,SMSP,DIGI,NOTA,QUAVIDA,No,GCD1,BART
276,32,Butchers Swamp,-29.9722,151.4522,1230,SQCY,6,AUST,AUST,TBOG,0,NOTK,NOTK,UPPL,"Mixed open forest Eucalyptus obliqua E dalrympleana, E. viminalis, E.fastigata, E. pauciflora and understory Leptospermum myrsinoides, Poa sieberana, and few Nothofagus",Mixed open Eucalyptus forest and grassland around sphagnum bog,OUTO,Yes,RADI,Dodson etal1986,SMSP,DIGI,NOTA,QUAVIDA,No,GCD1,BART
277,31,Lago ChirripÜ,9,-83,3520,CPAR,2,CENA,COST,LGMC,9,VESM,SMAL,MOUN,Paramo,Paramo,NOTK,No,RADI,,SMSP,DIGI,NOTA,,No,GCD1,BART
280,28,Craigrossie,-29.8264,30.9919,112,CPRA,13,AFRI,SOAF,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,RADI,Scott 2002,SMSP,AUTH,NOTA,,No,GCD2,BART
281,92,Dublin Bog,-41.727,146.233,710,CARE,22,AUST,AUST,TBOG,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,Colhoun et al. 1991,NOTK,DIGI,OZ,QUAVIDA,No,GCD2,BART
282,401,ELA-320 Lake,49.5,-93.5,370,XARE,8,ENA0,CANA,LACU,17.3,SMAL,SMAL,UPPL,"Cyperaceace-dominated peats, with small Betula; peat-cutting current","northern boreal forest, Picea dominant",INON,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
285,82,Haeapugua,-5.8333,142.7833,1650,OTHE,1,TROP,PAPU,TMSH,0,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,,NOMO,DIGI,NOTA,QUAVIDA,No,GCD1,BART
286,50,Iso Lehmalampi,60.35,24.6,106,GT05,7,EURO,FINL,LNAT,8.1,SMAL,SMAL,ROUP,"Pinus sylvestris, Betula pubescens, B. pendula, Picea abies","Pinus sylvestris, Betula pubescens, B. pendula, Picea abies",NOTK,Yes,RADI,Sarmaja Jorjonen 1998,NOMO,DIGI,NOTA,,No,GCD1,BART
287,58,Jierstivaara,68.6667,23.7333,457,C010,10,EURO,FINL,LNAT,2.5,MEDI,SMAL,ROUP,mountain birch woodland with scattered pine,mountain birch woodland with scattered pine,NOTK,Yes,RADI,Sarmaja Jorjonen 1998,NOMO,DIGI,NOTA,,No,GCD1,BART
291,30,LB1,57.9167,-75.6167,234,XARP,23,ENA0,CANA,LGLA,0,VESM,SMAL,LOPL,Tundra x Evergreen needleleaf forest,Boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
295,24,Noreikora Swamp,-6.3333,145.8333,1750,OTHE,1,TROP,PAPU,TMSH,0,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,,NOMO,DIGI,NOTA,QUAVIDA,No,GCD1,BART
296,238,Northwest Lake,52.5,-94,331,CARE,10,ENA0,CANA,LACU,8.1,SMAL,SMAL,UPPL,"Cyperaceace-dominated peats, with small Betula; peat-cutting current","northern boreal forest, Picea dominant",INON,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
299,29,Putaanlampi,66.3833,29.4167,230,C010,10,EURO,FINL,LNAT,1,VESM,SMAL,LOPL,Picea abies and Pinus sylvestris dominant,northern boreal coniferous forest,NOTK,Yes,RADI,Sarmaja Jorjonen 1998,NOMO,DIGI,NOTA,,No,GCD1,BART
300,31,Rawa Danau,-6.1833,105.9667,100,OTHE,1,TROP,INDO,LACU,0,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOMO,,INDO,QUAVIDA,No,GCD1,BART
301,86,Siles Lake,38.4,-2.5,1320,XPEA,5,EURO,SPAI,LNAT,3.5,SMAL,SMAL,MOUN,"Pinus nigra, P. pinaster, Quercus rotundifolia, Juniperus sp. Thorny scrubs (Berberis hispanica, Rhamnus saxatilis, Erinacea)",Mediterranean forest,CLOS,Yes,RADI,Carrion et al. 2007 (mjp),SMSP,RAW0,NOTA,NOTA,No,GCD2,BART
303,19,Tadpole Swamp,-38.1317,145.2756,60,PTC3,6,AUST,AUST,TBOG,0,NOTK,NOTK,NOTK,Open Forest,Open Forest,NOTK,No,RADI,Aitken and Kershaw 1993,AUTH,DIGI,NOTA,QUAVIDA,No,GCD2,BART
306,53,Whitehaven Swamp,-20.3,148.9,45,SQCY,3,AUST,AUST,TBOG,1.1,NOTK,NOTK,NOTK,Melaleuca swamp forest (M. leucadendron) and sedges Eleocharis dulcis,"Eucalyptus exserta, Corymbia intermedia, and C. Tessellaris woodland and forest around swamp",NOTK,Yes,RADI,Genever et al 2003,LINE,DIGI,NOTA,,No,GCD1,BART
307,41,Buxton,-37.4483,145.6919,235,CARE,6,AUST,AUST,TBOG,0,SMAL,SMAL,LRVA,Sphagnum bog in riparian vegetation,Open Eucalypt forest,CLOS,Yes,RADI,JM 16 Jan 09,SMSP,RAW0,NOTA,QUAVIDA,No,GCD2,BART
309,32,Etu-Mustajarvi,60.9833,25,157,GT05,7,EURO,FINL,LNAT,9,SMAL,SMAL,LOPL,mire,Southern boreal forest,NOTK,Yes,RADI,Sarmaja Jorjonen 1998,NOMO,DIGI,NOTA,,No,GCD1,BART
312,152,Lac Hertel,45.6833,-74.05,75,XARP,4,WNA0,CANA,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
314,44,Lake Habbema,-4.1167,138.7,3120,OTHE,13,TROP,INDO,LACU,0,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,,NOMO,DIGI,NOTA,,No,GCD1,BART
316,19,Middle Patriarch Swamp,-39.998,148.181,19,SQCY,6,AUST,AUST,LDRA,0,NOTK,NOTK,LOPL,Baumea rubiginosa on swamp and Eucalyptus nitida open forest and heath/scrub,Eucalyptus globulus widespread with Eleocharis and saltmarsh vegetation,NOTK,Yes,RADI,Ladd et al 1992,POLY,DIGI,NOTA,QUAVIDA,No,GCD1,BART
317,21,North Torbreck,-37.4814,146.9472,564,CARE,6,AUST,AUST,FLUV,0,SMAL,SMAL,LRVA,Sphagnum bog in riparian vegetation,Open Eucalypt forest,CLOS,Yes,NOTK,McKenzie 2002 (jrm),POLY,RAW0,NOTA,QUAVIDA,No,GCD2,BART
318,26,Oaks Creek,-37.5856,146.1667,610,ARCC,6,AUST,AUST,TBOG,0,SMAL,SMAL,LRVA,Sphagnum bog,Open Eucaplyptus forest,CLOS,Yes,RADI,McKenzie 2002 (jrm),POLY,RAW0,NOTA,QUAVIDA,No,GCD2,BART
319,33,Poets Hill,-41.883,145.559,600,CP20,5,AUST,AUST,LMOR,0,VESM,SMAL,MOUN,Heath of epacridaceous shrubs and limit of lowland temperate rainforest,"Rainforest, closed-scrub and N.cunninghammii, Eucalyptus forest and Alpine veg",NOTK,Yes,RADI,Colhoun 1992,SMSP,DIGI,NOTA,QUAVIDA,No,GCD1,BART
320,24,Powelltown,-37.8667,145.7031,168,ARCC,6,AUST,AUST,TBOG,0,SMAL,SMAL,LRVA,Sphagnum bog,Open Eucaplyptus forest,CLOS,Yes,RADI,McKenzie (jrm),POLY,RAW0,NOTA,QUAVIDA,No,GCD2,BART
322,30,Rietvlei Dam,-29.8264,30.9919,112,CPRA,13,AFRI,SOAF,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,RADI,Scott (2002),SMSP,RAW0,NOTA,NOTA,No,GCD2,BART
323,59,Sacred Lake,0.045906,37.52885,2350,X459,12,AFRI,KENY,LACU,5,VESM,SMAL,MOUN,Montane Forest,Afro-montane forest,NOTK,Yes,RADI,,POLY,DIGI,NOTA,,No,GCD1,BART
325,31,Snobs Creek,-37.558,145.928,775,CPRA,6,AUST,AUST,TBOG,0,VESM,SMAL,MEAD,"Sphagnum bog with Mixed forest of E. delegatensis and E. regnans, E. nitens and E. viminalis","Mixed forest of E. delegatensis and E. regnans, E. nitens and E. viminalis",INOU,Yes,RADI,McKenzie 1997,SMSP,DIGI,NOTA,QUAVIDA,No,GCD1,BART
326,63,Tugupugua,-5.6691,142.6108,2300,CARE,1,TROP,PAPU,TFEN,0,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,NOTK,,NOMO,DIGI,INDO,QUAVIDA,No,GCD1,BART
329,34,Ylimmainen Kuivajarvi,66.35,29.6167,255,GT05,10,EURO,FINL,LNAT,1.5,MEDI,SMAL,LOPL,Picea abies and Pinus sylvestris dominant,northern boreal coniferous forest,NOTK,Yes,RADI,Sarmaja Jorjonen 1998,NOMO,DIGI,NOTA,,No,GCD1,BART
331,44,Ijomba,-4.0333,137.2167,3630,CARE,1,TROP,PAPU,TFEN,0,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,,NOMO,DIGI,NOTA,QUAVIDA,No,GCD1,BART
334,21,Lake Mountain,-37.469,145.875,1450,CPRA,6,AUST,AUST,TBOG,0,SMAL,SMAL,UPPL,"Sphagnum hummocks and shrubs in bog (Richea contenentis, Epacris paludosa and Baeckea gunniana",Subalpine area at tree-line with Prostanthera cuneata and E. pauciflora woodland,OUTO,Yes,RADI,McKenzie 1997,LINE,DIGI,NOTA,QUAVIDA,No,GCD1,BART
335,38,Lake Teza,-28.5117,32.3007,8,CPRA,27,AFRI,SOAF,LACU,0,MEDI,SMAL,LOPL,Bushveld savanna,Woody Savanna,INON,Yes,RADI,,POLY,DIGI,NOTA,,No,GCD1,BART
336,43,Lake Tritrivakely,-19.7833,46.9167,1514,%DWT,6,AFRI,MADA,LEXP,0,SMAL,SMAL,UPPL,grassland and terrace agriculture,originally sclerophyllous forests with Uapaca bojerii and Ericaceae bushes,CLOS,Yes,CALS,Burney 1987 (mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
339,436,Nicole Lake,62.9,-114.8167,300,CARE,10,WNA0,CANA,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
341,383,Scotty Lake,54.7167,-101.6833,305,XARE,10,WNA0,CANA,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
342,329,Sky Lake,56.4833,-94.7833,145,X125,10,ENA0,CANA,NOTK,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
343,23,Tiger Snake Swamp,-38.1313,145.2758,60,PTC3,6,AUST,AUST,TFEN,0,NOTK,NOTK,NOTK,Open forest,Open forest,NOTK,No,RADI,Aitken and Kershaw 1993,LINE,DIGI,OZ,QUAVIDA,No,GCD2,BART
344,154,Zagas Nuur,48.50613,90.60997,2376,XARE,10,ASIA,MONG,LACU,15.9,SMAL,NOTK,MOUN,Heavily grazed steppe with Artemisia as dominant vegetation,Forest Steppe,INOU,No,CALO,,POLY,DIGI,NOTA,,No,GCD1,BART
345,23,Lake Wodehouse,7.657024,-77.559677,500,LT25,1,CENA,PANA,TGSW,0,MEDI,MEDI,LRVA,Grassland swamp,Grassland swamp,INOU,Yes,RADI,,SMSP,DIGI,NOTA,,No,GCD1,BART
346,13,Laukutu Swamp,-9.4794,160.0854,20,CARE,21,TROP,SOLO,TBOG,0,SMAL,SMAL,LOPL,Grassland,Lowland rainforest,CLOS,No,RADI,Haberle(mjp),LINE,DIGI,OZ,QUAVIDA,No,GCD2,BART
348,15,ODP-668B,-20.92694,4.77056,0,%WTO,-9,AFRI,OCEA,MARI,2693,LARG,LARG,MARI,NOTA,NOTA,MARI,Yes,RADI,Bird (NOAA),SMSP,DIGI,NOTA,,No,GCD1,BART
349,29,Pemerak Swamp,0.7888,112.05,40,C010,1,TROP,INDO,TBOG,0,MEDI,MEDI,LRVA,Grasses and sedges in the basin; riparian tree cover (Barringtonia agutanguia) around the basin margin,swamp rainforest,INOU,Yes,RADI,author,NOMO,DIGI,INDO,QUAVIDA,No,GCD1,BART
350,116,Piston Core RC24-07,-11.9167,1.35,0,%TOF,-9,AFRI,OCEA,MARI,3899,LARG,LARG,MARI,NOTA,NOTA,MARI,Yes,CALO,Verardo&Ruddiman 1996,OTHE,DIGI,NOTA,,No,GCD1,BART
351,52,Rusaka Swamp,-3.4333,29.6167,2070,%DWT,2,AFRI,BURU,NOTK,0,SMAL,SMAL,MOUN,"Montane forest, Entandrophragma, Parinari, Prunus sp","Montane forests, adjacent hills fieldcrops, sweet potatos, beans, manihot",CLOS,Yes,RADI,Bonnefille et al 1995(mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
352,16,Cana Swamp,7.75,-77.5833,500,LT25,1,TSA0,COLO,TGSW,0,SMAL,SMAL,LOPL,Ferns and Calathea swamp,Seasonally flooded swamp grasses and ferns,NOTK,Yes,RADI,,SMSP,DIGI,NOTA,,No,GCD1,BART
354,29,Kabata Swamp,0.48333,30.2667,1370,GCHG,12,AFRI,UGAN,LEXP,0,NOTK,NOTK,NOTK,"Sedges, ferns swamp grass Miscanthus violaceus","Cultivated landscape, tea plantations, Rwenzori forests",CLOS,Yes,NOTK,,NOTK,,,,No,GCD1,BART
355,44,Kashiru Swamp,-3.4667,29.5667,2240,125%,2,AFRI,BURU,TBOG,0,SMAL,SMAL,MOUN,"Cyathea sp. Myrainthus holstii, Xymalos monosperma, Polyscias fulva, but recently disturbed","hillsides occupied by pasture, but scattered remains of natural forest",CLOS,Yes,CALS,Aucour et al 1994 (mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
357,78,La Yeguada,8.45,-80.85,650,OTHE,2,CENA,PANA,LACU,0,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,RADI,,NOMO,DIGI,NOTA,,No,GCD1,BART
358,30,Lago de las Morrenas 1,9.4833,-83.4833,3480,CPAR,2,CENA,COST,LMOR,8.3,SMAL,SMAL,MOUN,Paramo and montane forests,Paramo and montane foersts,NOTK,No,RADI,mjp,SMSP,DIGI,NOTA,,No,GCD1,BART
359,41,Mobutu Sese Seko_Lake Albert,1.8336,31.1672,619,XCM3,12,AFRI,UGAN,LTEC,46,VELG,LARG,MOUN,Wooded grassland Hyparrhenia sp. And trees of Combretaceae,Gradient from Pygeum moist forest to Hagenia-Rapanea moist montane bamboo forest to Ericaceae/Asteraceae heath and moorland,INOU,Yes,RADI,sph,LINE,DIGI,NOTA,,No,GCD2,BART
360,32,Lake Rutundu,-0.042165,37.464881,3140,LT18,13,AFRI,KENY,LACU,11,SMAL,SMAL,MOUN,Ericaceae Belt 90m above treeline,Ericaceae belt above treeline on Mt Kenya,CLOS,Yes,RADI,Wooler et al 2003 (mjp),SMSP,DIGI,NOTA,,No,GCD1,BART
362,102,Turtle,49.32,-124.95,80,C125,11,ENA0,CANA,LNAT,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,CALO,,AUTH,RAW0,NOTA,,No,GCD2,BART
363,53,Boomerang,49.18,-124.15,360,C125,-9999,ENA0,CANA,LNAT,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,CALO,,AUTH,RAW0,NOTA,YD,No,GCD3,BART
364,100,Enos,49.28,-124.15,50,C125,9,ENA0,CANA,LNAT,0,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,Yes,CALO,,AUTH,RAW0,NOTA,YD,No,GCD3,BART
365,18,Lac _ l'Ange,47.469,-70.405,648,XARE,7,ENA0,CANA,LACU,-9999,VESM,SMAL,ROUP,evergreen needleleaf x deciduous broadleaf forest,mixed boreal forest,NOTK,Yes,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
366,11,Lac Diana,60.9881,-69.9581,114,XARE,23,ENA0,CANA,LACU,-9999,VESM,SMAL,LOPL,Tundra,Subarctic,NOTK,Yes,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
367,20,Lac Marcotte,47.078,-71.4236,503,XARE,7,ENA0,CANA,LACU,-9999,VESM,SMAL,ROUP,deciduous broadleaf x evergreen needleleaf forest,mixed boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
368,102,Ljustjarnen,59.75,14.43,183,X250,8,EURO,SWED,LACU,0,VESM,SMAL,ROUP,Evergreen needleleaf forest,Boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
369,21,St Franois,48.297,-72.1469,358,XARE,8,ENA0,CANA,LACU,-9999,VESM,SMAL,ROUP,evergreen needleleaf x deciduous broadleaf forest,boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
370,93,Lilla Gloppsjon,59.8,14.62,198,X250,8,EURO,SWED,LACU,0,VESM,SMAL,ROUP,Evergreen needleleaf forest,Boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
371,16,Mont Valin,48.612,-70.834,356,XARE,8,ENA0,CANA,LACU,-9999,VESM,SMAL,ROUP,evergreen needleleaf forest,boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
374,71,Nong Pa Kho,17.01,102.93,180,C010,12,ASIA,THAI,TFEN,0,MEDI,NOTK,LRVA,mixed deciduous,DECIDUOUS/MIXED ,NOTK,Yes,RADI,PENNY 2001,POLY,DIGI,NOTA,,No,GCD1,BART
375,11,Pechora,62,52,127,C125,8,ASIA,RUSS,TBOG,-9999,VESM,SMAL,NOTK,Conifer boreal forest,Boreal Forest,NOTK,Yes,NOTK,,NOTK,DIGI,NOTA,,No,GCD1,BART
376,15,Lena,69.3833,125.1333,50,SQCU,11,ASIA,RUSS,TBOG,-9999,VESM,SMAL,NOTK,Conifer boreal forest,Boreal forest,NOTK,No,NOTK,,NOTK,DIGI,NOTA,,No,GCD1,BART
378,34,Elim,-28.5185,28.5,1757,CPRA,6,AFRI,SOAF,LACU,1,SMAL,SMAL,LRVA,grassland,grassland,NOTK,Yes,RADI,,POLY,DIGI,NOTA,,No,GCD1,BART
379,260,Lago di Basso,46.4167,9.2833,2250,X125,10,EURO,ITAL,LACU,0,VELG,SMAL,MOUN,Evergreen needleleaf & deciduous needleleaf forest,Mountain temperate forest,NOTK,No,CALO,Wick 1994,NOTK,AUTH,NOTA,,No,GCD1,BART
380,69,Trygasen,61.77,13.3,549,X250,10,EURO,SWED,TFEN,0,VESM,SMAL,ROUP,Evergreen needleleaf forest,Boreal forest,NOTK,No,CALO,Segerstrom et al 1997,NOTK,AUTH,NOTA,,No,GCD1,BART
381,295,Lago Piccolo di Avigliana,45.05,7.3833,356,XPEE,4,EURO,ITAL,LMOR,12.5,SMAL,SMAL,MOUN,"hillslopes dominated by Quercus, Castanea and Robinia; on the flat valley-bottom agricultural fields and Populus","Temperate summergreen, Quercus dominant",INOU,Yes,CALS,Fisinger (mjp),SMSP,AUTH,NOTA,,No,GCD1,BART
382,106,Ely,41.76,-75.83,384,XARE,4,ENA0,US00,LACU,14,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
383,79,Lac Rond,46,-74,360,XARE,7,ENA0,CANA,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
384,28,Pout Pond,43.42,-71.5,232,XARE,4,ENA0,US00,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
385,69,Round Pond,44,-74,548,XARE,7,ENA0,US00,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
386,1713,Basin,44.4,-70.5,125,XARE,7,ENA0,US00,LACU,14,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
387,2049,Crawford,44,-80,279,XARE,7,ENA0,CANA,LACU,28.5,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
388,37,Beaver,42.47,-100.67,900,XARE,20,WNA0,US00,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
389,57,Dark,45.2,-95.2,335,XARE,4,ENA0,US00,LACU,19,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
390,90,Deming,47.2,-97.2,464,XARE,4,ENA0,US00,LACU,16.6,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
391,97,Fish,43.85,-95.044,423,XARE,4,ENA0,US00,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
392,58,Hell's Kitchen,46.2,-89.6,500,XARE,7,ENA0,US00,LACU,19,SMAL,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
393,2036,Kettle,48.61,-103.62,610,XARE,20,WNA0,US00,LACU,10,SMAL,NOTK,NOTK,NOTK,NOTK,CLOS,Yes,CALO,Brown et al. 2006,NOTK,AUTH,NOTA,,No,GCD1,BART
394,188,Moon,46.85,-98.15,456,XARE,20,ENA0,US00,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
396,101,Reservoir,45.13,-113.46,2161,XARE,9,WNA0,US00,LACU,-9999,NOTK,NOTK,NOTK,NOTK,NOTK,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
398,193,McGinnis,44.6072,-78.0397,256,XARE,7,ENA0,CANA,LACU,18,VESM,SMAL,LOPL,mixed needleleaf and broadleaf dominant,Mixed temperate forest,INOU,No,RADI,,NOTK,AUTH,NOTA,,No,GCD1,BART
399,314,Petit Bouchard,48.8538,-64.6,145,CARE,8,ENA0,CANA,LACU,1.4,VESM,SMAL,COAS,Needle leaf dominant,Mixed boreal forest,OUTO,No,NOTK,,NOTK,AUTH,NOTA,,No,GCD1,BART
400,36,Lac aux Atocas,45.5372,-73.3108,114,XARP,4,ENA0,CANA,LACU,-9999,VESM,SMAL,LOPL,Deciduous broadleaf forest,Cold temperate forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
401,27,Lac Caribou,48.1978,-64.94,116,XARP,7,ENA0,CANA,LACU,-9999,VESM,SMAL,LOPL,mixed Broadleaf and Evergreen needleleaf forest,mixed Boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
402,18,Lac Clo,48.4969,-79.3528,280,XARP,8,ENA0,CANA,LACU,3,SMAL,SMAL,LOPL,mixed Broadleaf x Evergreen needleleaf forest,mixed boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
403,17,Lac Daumont,54.8828,-69.4,607,XARP,10,ENA0,CANA,LACU,3,SMAL,SMAL,ROUP,Lichen x Evergreen needleleaf forest,boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
404,24,Lac Delorme,54.4322,-69.9297,538,XARP,10,ENA0,CANA,LACU,4.5,SMAL,SMAL,ROUP,Lichen x Evergreen needleleaf forest,boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
405,37,Lac _ Euloge,49.2444,-65.3722,83,XARP,8,ENA0,CANA,LACU,2.2,SMAL,SMAL,COPL,deciduous broadleaf x Evergreen needleleaf forest,mixed boreal forest,OUTO,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
406,29,Lac Gabriel,48.2814,-73.4758,250,XARP,8,ENA0,CANA,LACU,-9999,VESM,SMAL,ROUP,deciduous broadleaf forest,mixed cold temperate forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
407,25,Lac _ L_onard,49.2078,-65.8128,17,XARP,8,ENA0,CANA,LACU,0.6,SMAL,SMAL,ROUP,deciduous broadleaf forest,mixed cold temperate forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
408,36,Lac _ la Main,47.7,-70.6222,730,XARP,7,ENA0,CANA,LACU,-9999,VESM,SMAL,MOUN,evergreen needleleaf x deciduous broadleaf forest,mixed boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
409,25,Lac Martini,47.475,-72.7647,242,XARP,7,ENA0,CANA,LACU,-9999,VESM,SMAL,MOUN,evergreen needleleaf x deciduous broadleaf forest,mixed boreal forest,NOTK,No,CALO,,NOTK,AUTH,NOTA,,No,GCD1,BART
